titles,content,label
Impfkampagne gerät ins Stocken: Nicht einmal Lottoscheine helfen noch,"Coronavirus    31. Mai 2021 / 18:20Impfkampagne gerät ins Stocken: Nicht einmal Lottoscheine helfen nochDie USA setzten schon sehr früh in der Corona-Krise auf die Impfung gegen Covid-19. Mittlerweile sind 51,1 Prozent der Bevölkerung einmal, 41,2 Prozent zweimal geimpft. Impfstoff gibt es mehr als genug.Bizarre Köder ausgeworfenDoch wie auch im Impf-Vorreiterland Israel zu beobachten war, setzte nach der Hysterie um die Corona-Impfung nun die Ernüchterung ein. Selbst die würdelosesten Köder wie Lottoscheine, Geldpreise, Kreuzfahrten und Stipendien für Universitäten lassen die Impfzahlen nicht mehr in die Höhe treiben.Entschuldigungen für Schwarze und LatinosInsbesondere Afroamerikaner und Latinos wollen sich nicht impfen lassen. Was – und hier zeigt sich die ganze Heuchelei der linken Mainstream-Medien – nicht auf deren freie Entscheidung zurückgeführt und respektiert, sondern deren Impfverweigerung damit begründet wird, dass die oft schlecht bezahlten „Jobs es nicht ermöglichten, sich bei Lohnfortzahlung krank zu melden“.Außerdem ließen sich „viele Menschen durch Falschinformationen zur Sicherheit oder angeblichen Nebenwirkungen der Impfungen wie Verlust der Fruchtbarkeit und Impotenz abschrecken“.Seitenhieb auf TrumpVor allem unter den Rechten, also den Republikanern, auf dem Lande wäre das Misstrauen groß gegenüber der Impfkampagne des linken Präsidenten.Und fehlen darf auch nicht der Verweis auf Ex-Präsident Donald Trump, der „die Bedrohung durch das Virus stets heruntergespielt habe“, folglich für die Impfskepsis verantwortlich sei. Dass gerade Trump für die Impfung geworben und schon frühhzeitig ausreichende Mengen von Impfstoffen geordert hatte, wird von der dpa, einer der größten Nachrichtenagenturen weltweit, nicht erwähnt.Weltweit gleiche TendenzFaktum ist jedoch, dass sich in allen Impf-Vorreiterländern, Israel, USA und Großbritannien, der Anteil an Impfwilligen bei rund 60 Prozent und darunter einpendelt.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Analyse vergleicht Sterblichkeit infolge Covid-19 und Corona-Impfungen,"Coronavirus    27. Mai 2021 / 22:28Analyse vergleicht Sterblichkeit infolge Covid-19 und Corona-ImpfungenDie Toxikologin Véronique Malard und der Ingenieur Philippe Pradat haben sich mit einer brisanten Analyse an die Senatoren des französischen Parlaments gewandt.Vergleich auf Basis offizieller ZahlenUntersucht haben sie die Korrelation zwischen der Zahl der Corona-Todesfälle und der Zahl der Corona-Geimpften, wie sie den wöchentlichen Berichten der französischen Gesundheitsagentur ANSM zu entnehmen sind. Demnach traten drei Todesfälle pro 100.000 Impfungen auf.Die Wissenschafter erstellten für jeden Tag zwischen dem 1. März und dem 5. Mai ein Diagramm, bei dem die Abszisse die Gesamtzahl der Personen, die mindestens einmal gegen Corona geimpft waren, und die Ordinate die Gesamtzahl der Corona-Todesfälle darstellte. Es zeigte sich, dass sich die Anzahl der Todesfälle durch Covid-19 proportional zur Anzahl der geimpften Personen verhält.Weltweit gleiches BildDiese Parameter sollten die Berechnung der Anzahl der Todesfälle, die einer Anzahl von Impfungen entsprechen, ermöglichen. Die Ergebnisse sind verblüffend. Jedes Mal, wenn 700 Menschen geimpft werden, stirbt eine weitere Person an Covid-19. Dieses Verhältnis würde sich weltweit bestätigen.Die Wissenschaftler vermuten also einen direkten Zusammenhang zwischen Corona-Impfung und Corona-Todesfällen.Die Bedeutung für FrankreichDie Berechnung der beiden Wissenschaftler kann nun auf die betroffenen Franzosen umgelegt werden. Der erste Corona-Todesfall, der in Frankreich offiziell gezählt worden war, ereignete sich am 15. Februar 2020. Nach einem Jahr waren es 82.226 Corona-Tote.Am 1. Jänner 2020 lebten in Frankreich 67.063.703 Menschen, ein Jahr später waren es 67.422.000. Das entspricht – trotz Corona – einem Wachstum von 0,3 Prozent.Umrechnung in absolute ZahlenIn Ermangelung detaillierterer Zahlen sei der Bevölkerungsmittelwert zwischen der Gesamtbevölkerung zum 1. Jänner 2020 und 1. Jänner 2021 zugrunde gelegt, nämlich 67.242.851 Einwohner.Die Corona-Sterblichkeit (82.226 Tote) beträgt somit 0,12 Prozent der Bevölkerung Frankreichs (genau 0,1222 Prozent). Die in der Korrelationsanalyse der Wissenschaftler errechnete Sterblichkeit von einem Corona-Todesfall je 700 Corona-Geimpften beträgt 0,14 Prozent (genau 0,1428 Prozent).Mehr Impf-Tote als Corona-ToteDie Zahl der Impf-Toten wäre damit, vorausgesetzt die Annahme der beiden Franzosen stimmt, um 16,4 Prozent höher als die der Corona-Toten an sich.Daraus kann, trotz gewisser Ungenauigkeiten der Korrelationsrechnung, abgeleitet werden, dass die Sterblichkeit durch die Corona-Impfungen gleich hoch ist wie durch Covid-19 selbst.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
"Statt die Grundrechte zurückzubekommen, wurden Geimpfte auf Schritt und Tritt überwacht","Großbritannien    26. Mai 2021 / 14:17Statt die Grundrechte zurückzubekommen, wurden Geimpfte auf Schritt und Tritt überwachtGroßbritannien sieht sich als Vorreiter bei der Corona-Impfung, verfügte es doch, weil aus der EU ausgetreten, schon sehr früh über genügend Impfstoff. Die Politiker sehen, wie in Österreich oder der Bundesrepublik Deutschland, nur in der Impfung die Lösung des Corona-Problems. Mittlerweile ist in Großbritannien mehr als die Hälfte der Bevölkerung einmal, und ein gutes Drittel bereits zweimal gegen Covid-19 geimpft.Tausch Impfung gegen GrundrechteAuch in Großbritannien wurde die Corona-Impfung damit beworben, dass die Geimpften dann ihre Grund- und Freiheitsrechte wieder zurückbekämen. Doch genau das Gegenteil ist der Fall.Berichten zufolge hat die britische Regierung heimlich Millionen Geimpfte überwacht, nämlich wohin sie gehen, wie lange sie wo verweilen und ganz generell wie sich ihr Mobilitätsverhalten entwickelte.Statt Grundrechten die totale ÜberwachungZiel soll es gewesen sein, Verhaltensänderungen zwischen einem Leben mit und ohne Corona-Impfung herauszufinden. Ergebnis: Nach der Impfung stieg die durchschnittliche Mobilität um 218 Meter – eine ausgesprochen wichtige Erkenntnis zum Preis der totalen Überwachung.Insgesamt wurden zehn Prozent der Bevölkerung, das sind 4,25 Millionen Bürger, ohne ihr Wissen mittels Handyortung überwacht – und zwar schon eine Woche vor der Impfung, als diese Briten erst zur Impfung angemeldet waren.Warnung für „Big Brother“-StaatSilkie Carlo, Direktor der Interessengruppe für bürgerliche Freiheiten, „Big Brother Watch“, warnt vor dem Vertrauensverlust in die medizinische Vertraulichkeit und sagt:Niemand erwartet, dass er wegen eines Impfstoffs von der eigenen Regierung verfolgt und überwacht wird.Und doch ist genau das geschehen. Heimlich und sogar ohne Entschuldigung nach Bekanntwerden.Weckruf „für uns alle“„Zwischen drohenden Corona-Pässen („Grüner Pass“) und der Überwachung von Handys Geimpfter verwandelt die Regierung Großbritannien unter dem Deckmantel von Covid in einen Big Brother-Staat“, warnt Carlo und weiter:Dies sollte ein Weckruf für uns alle sein.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
"Die Epidemie, die tödlicher ist als Covid-19 – mehr als doppelt so viele Tote","San Francisco    25. Mai 2021 / 00:03Die Epidemie, die tödlicher ist als Covid-19 – mehr als doppelt so viele ToteIn den USA ist man einen Schritt weiter und beginnt, die Corona-Krise aufzuarbeiten. Es werden Daten ausgewertet und in Beziehungen gestellt, was hilft, die Corona-Maßnahmen der jeweiligen Politiker zu bewerten.„Lockdown“ gegen Corona, nichts für DrogensüchtigeSo zeigt sich, dass in San Francisco, einer Stadt im US-Bundesstaat Kalifornien, im Jahr 2020 deutlich mehr Menschen an einer Überdosis Drogen starben, als an Corona. 700 Menschen starben an Drogen, 300 an Covid-19.San Francisco hatte zur Eindämmung des Coronavirus einen harten „Lockdown“ verordnet, aber nichts gegen die Drogen.Deutlich mehr DrogenabhängigeBesonders bitter: Die ersten Zahlen für das Jahr 2021 deuten auf ein noch schlimmeres Verhältnis zwischen Drogen- und Corona-Toten hin. Denn immer mehr Menschen würden zu Drogen greifen, sodass heuer bereits 181 Menschen daran starben, was der jährlichen Gesamtzahl von rund 220 der Jahre vor Corona nahekommt.Doch noch fehlen sieben Monate auf das Kalenderjahr; die psychischen Schäden durch die Corona-Radikalmaßnahmen werden sich noch länger auswirken, auch in Form von Drogenkonsum.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
"Ende von Masken, Abständen und „Lockdowns“ – das sind die Folgen","USA    19. Mai 2021 / 17:44Ende von Masken, Abständen und „Lockdowns“ – das sind die FolgenDer US-Bundesstaat Florida war der erste, der sämtliche Corona-Maßnahmen aufhob, und zwar bereits im September 2020. Ihm folgten bis dato weitere 21 der insgesamt 50 Bundesstaaten mit zusammen mehr als der Hälfte der Fläche der USA.Keine Maßnahmen mehr seit MärzSeit März gibt es in diesen meist republikanisch, also rechts regierten Bundesstaaten keine Maskenpflicht, keine Abstandsregeln und erst recht keinen „Lockdown“ mehr.Der Kurier bezeichnete dies, als Texas nach Florida als zweiter Staat die Corona-Maßnahmen Anfang März aufgehoben hatte, als „verrückt“. Unverantwortlich sei die Beendigung der Maßnahmen, riskiere sie doch zehntausende Corona-Tote und schwer Erkrankte.Weltuntergang ist ausgebliebenSchon nach vier Wochen war klar: Die ominösen Fallzahlen stiegen in Texas nicht, sondern gingen sogar zurück, ebenso die Zahl der “Corona-Toten”. Es kam zu keiner Überlastung des Gesundheitswesens, es starben in Texas nicht mehr Menschen als sonst.Der prophezeite Weltuntergang ist nicht nur ausgeblieben, sondern die Gesamtlage hat sich sogar verbessert. Einen Beitrag darüber fand man im Kurier nicht.Gesamt-ResümeeWeitere vier Wochen später, wo mittlerweile in 22 US-Bundesstaaten die Corona-Maßnahmen beendet wurden, kann ein erstes Gesamt-Resümee gezogen werden: Die Corona-Zahlen haben sich in den Staaten, die die Maßnahmen aufgehoben haben, nicht anders entwickelt als in den Staaten mit Maskenpflicht und „Lockdown“.Kein Ergebnis der Corona-ImpfungenJa, im Gegenteil, teilweise waren die Fallzahlen in den Maßnahmen freien Staaten sogar niedriger als in den heruntergefahrenen. So liegt Florida, das den Stein ins Rollen gebracht hatte, bei den Corona-Totenzahlen deutlich unter dem US-Schnitt.Florida hat übrigens die Corona-Maßnahmen vor Beginn der Impfkampagne aufgehoben. Die Quote der vollständig Geimpften lag Anfang März – als die meisten Staaten folgten – in den USA bei unter zehn Prozent. Und trotzdem gingen die Corona-Fälle zurück.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
“Wall Street Journal” enthüllt: Bill Gates trennte sich nicht freiwillig von Microsoft,"USA    17. Mai 2021 / 13:56“Wall Street Journal” enthüllt: Bill Gates trennte sich nicht freiwillig von MicrosoftIm Gegensatz zur öffentlichen Darstellung hat Microsoft-Gründer Bill Gates seinen Vorstandsposten nicht freiwillig geräumt.Scheidung macht  publikVollkommen überraschend legte Gates im Vorjahr sein Amt bei Microsoft zurück, nachdem er erst drei Monate zuvor seinen Vertrag verlängert hatte. Offiziell wollte der Firmengründer sich verstärkt seinem wohltätigen Engagement in der “Bill & Melinda Gates Foundation” widmen, doch Enthüllungen amerikanischer Medien legen andere Gründe nahe.Ehefrau fast 20 Jahre mit Kollegin betrogenDas Wall Street Journal (WSJ) berichtet nun von einer seit dem Jahr 2000 andauernden Affäre mit einer Microsoft-Mitarbeiterin. 2019 wandte sich die nunmehrige Ex-Freundin schließlich mit einem Brief an die Unternehmensleitung. Darin forderte sie vom Management des Tech-Giganten einen Jobwechsel und verlangte zudem, dass ihr Arbeitgeber die Ehefrau von Gates über das gemeinsame Treiben informiert. Mittlerweile soll die Microsoft-Spitze zumindest dem Jobwechsel zugestimmt haben.Microsoft ließ Vorwürfe durch Anwaltskanzlei prüfenMicrosoft soll dem Wall Street Journal zufolge eine auf “Compliance” (Anstandsregeln) spezialisierte Anwaltskanzlei mit einer Untersuchung der Vorwürfe beauftragt haben. Diese soll die Behauptungen gegen den Multimilliardär bestätigt haben, denn nur kurze Zeit nach der Übermittlung der Ergebnisse hat die Konzernleitung beschlossen, den Microsoft-Gründer aus dem Aufsichtsrat zu werfen. Für viele Mitarbeiter und Aktionäre dürfte der Milliardär nach so einem Betrug einfach nicht mehr tragbar gewesen sein.   Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
US-Staat Wyoming erteilt “Grünem Pass” eine Absage: Impfstatus geht niemanden etwas an,"Coronavirus    16. Mai 2021 / 14:05US-Staat Wyoming erteilt “Grünem Pass” eine Absage: Impfstatus geht niemanden etwas anSeit Monaten macht ÖVP-Bundeskanzler Sebastian Kurz Druck, auf dass alle Österreicher mit dem „Grünen Pass“ ausgestattet werden, der Auskunft über den Corona-Status, geimpft oder genesen, gibt. Ohne ihn soll weder das Reisen noch der Besuch einer Kulturveranstaltung möglich sein.Österreich auf einsamem WegeKurz appellierte in der Vergangenheit auch öfter an seine europäischen Regierungschef-Kollegen, sich seiner Idee anzuschließen und das Projekt zeitnah umzusetzen.Ganz anders sieht es in den USA aus, was insofern auch für Österreich relevant ist, wenn der „Grüne Pass“ die Reisefreiheit gewährt oder eben nicht. Denn was tun, wenn andere Staaten kein Interesse an Österreichs Reiseregelungen haben? Was tun, wenn Touristen aus Ländern kommen wollen, die über keine Corona-Pässe verfügen?Verpolitisierung von GesundheitsdatenIn den USA hat nach Florida auch Wyoming eine Direktive erlassen, die es staatlichen Behörden, Gremien und Kommissionen verbietet, Impfpässe für den Zugang zu staatlichen Räumen und Dienstleistungen zu verlangen. Gouverneur Mark Gordon von den rechten Republikanern erklärte dies damit:Impfpassprogramme haben das Potenzial, eine Entscheidung zu politisieren, die nicht politisiert werden sollte.Corona-Impfung ist „persönliche Entscheidung“Die Direktive des Gouverneurs fordert außerdem die Landkreise, Städte und Gemeinden in Wyoming sowie private Unternehmen dazu auf, den vollen Zugang zu öffentlichen Räumen und Dienstleistungen zu gewähren, unabhängig vom Impfstatus einer Person.Die Corona-Impfung sei eine „persönliche Entscheidung, die auf den persönlichen Umständen basiert.“Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
„Freiheit oder Kommunismus“: Damit triumphierte die Rechte bei Regionalwahl in Madrid,"Spanien    9. Mai 2021 / 08:38„Freiheit oder Kommunismus“: Damit triumphierte die Rechte bei Regionalwahl in MadridBei der Regionalwahl in Madrid entschieden am Dienstag die Spanier nicht nur über rechts oder links, sondern auch über die Corona-Politik.Kritik an der Corona-Politik der linken ZentralregierungDenn während in den meisten Regionen strenge Corona-Regeln galten, blieb Madrid moderat. Die konservative Präsidentin der spanischen Hauptstadtregion, Isabel Díaz Ayuso, hat seit letztem Sommer Theater, Kinos und Restaurants offen gelassen, Corona hin oder her. Zur Wahl trat sie mit dem Slogan „Freiheit oder Kommunismus“ und einer starken Kritik an der Corona-Politik der linken Zentralregierung an.Dies dankten ihr jetzt die Wähler. Haushoch gewann Ayuso die vorgezogenen Neuwahlen. Ihre konservative Partei „Partido Popular“ (PP) erzielte 44,7 Prozent der Stimmen und hat sich zur letzten Wahl damit verdoppelt. Allein ist sie stärker als die drei linken Parteien zusammen.Misstrauensvotum gegen SozialistenAyuso fuhr auch einen harten Konfrontationskurs mit der Linken, die die Regierung von Ministerpräsident Sanchez stellt – und obsiegte auch in diesem Ringen. Nach dem Wahlsieg kündigte sie „ein neues Kapitel in der Geschichte Spaniens“ an und interpretierte das Wahlergebnis als „demokratisches Misstrauensvotum gegen Sánchez“.Die Linke stürzte grandios ab. Sie verlor zehn Prozent und kam nur noch auf 17 Prozent und das bei der höchsten Wahlbeteiligung, die es jemals in der spanischen Hauptstadt mit ihren 6,6 Millionen Einwohnern gab (76 Prozent) – und das in Corona-Zeiten!Koalitionspartner VoxAyuso ist noch bei einem anderen Aspekt gesiegt: Sie hat „keine Berührungsängste gegenüber den Rechtspopulisten in der noch relativ jungen Partei Vox“ und „keine Probleme, einen Pakt mit Vox zu schließen“. Vox kam auf 9,1 Prozent und hat bereits einer Koalition zugestimmt.Vox-Chef Santiago Abascal freute sich:Wir haben die Kommunisten in Madrid gestoppt.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Zu viele Nebenwirkungen: Gesundheitsexperten warnen vor Corona-Impfung,"Israel    7. Mai 2021 / 23:47Zu viele Nebenwirkungen: Gesundheitsexperten warnen vor Corona-ImpfungIsrael ist weltweit der Musterschüler bei den Corona-Impfungen. Fast 60 Prozent der Bevölkerung sind einmal, 56 Prozent schon zweimal mit dem Präparat von Biontech/Pfizer gegen Covid-19 geimpft. Deshalb schauen Impfbefürworter und -gegner auf das kleine Land im Nahen Osten.Impfstoff mit enorm vielen NebenwirkungenJetzt lässt ein Gutachten eines Gremiums aus führenden israelischen Gesundheitsexperten aufhorchen. Sie kommen zu dem Schluss:Die Ergebnisse sind auf allen Ebenen katastrophal, es hat noch nie einen Impfstoff gegeben, der so viele Menschen geschädigt hat.Aktuell werden in Israel Vorwürfe laut, dass eine Corona-Impfung mit Biontech/Pfizer Auslöser für Herzmuskelentzündungen sein könnte. Hauptbetroffen sind Menschen unter 30 Jahren, denen zwar das Coronavirus nichts anhaben kann, aber vielleicht die Corona-Impfung. Das Unternehmen dementiert die Vorwürfe.Diskrepanz bei TodeszahlenOffiziell sind in Israel 45 impfstoffbedingte Todesfälle bestätigt. Laut den Gesundheitsexperten sollen es aber tatsächlich 288 Todesfälle sein, die binnen zehn Tagen nach der Impfung verstarben.Nach den statistischen Behördenangaben soll es im Januar und Februar 2021, auf dem Höhepunkt der israelischen Massenimpfkampagne, zu einem Anstieg der Gesamtsterblichkeit um 22 Prozent im Vergleich zum Vorjahr und den Vergleichsmonaten der letzten zehn Jahre gekommen sein. Besonders in der Altersgruppe der 20 bis 29-Jährigen soll die Sterblichkeit angestiegen sein, nämlich um 32 Prozent im Vergleich zum Vorjahr. Deshalb warnen die Gesundheitsexperten vor der geplanten Impfung von Kindern.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
“Beleidigung des Propheten Mohammed”: Pakistan will Blasphemiegesetze in Europa erzwingen,"Pakistan    3. Mai 2021 / 17:53“Beleidigung des Propheten Mohammed”: Pakistan will Blasphemiegesetze in Europa erzwingenPakistan möchte zusammen mit anderen moslemischen Ländern durch einen Handelsboykott in westlichen Ländern Blasphemie-Gesetze erzwingen. Konkret fordert die islamistische Regierung, dass eine “Beleidigung des Propheten Mohammed” wie eine Holocaust-Leugnung geahndet werden soll. Auslöser für das Vorpreschen der Pakistanis scheinen gewalttätige Proteste zu sein, die die Regierung so versucht, zu besänftigen.Wieder einmal Karikatur als AuslöserDas derart rabiate Vorgehen der pakistanischen Regierung kommt nicht von ungefähr: Zum Auftakt des Prozesses  gegen die Terroristen, die vor nunmehr schon fünf Jahren die französische Satirezeitung Charlie Hebdo gestürmt haben, hat sich das Blatt nicht nehmen lassen, wieder gegen Mohammed auszuteilen, was in Folge in Pakistan zu landesweiten Ausschreitungen mit hunderten verletzten Polizisten führte. Zum Wiederaufflammen der seit Monaten andauernden Ausschreitungen sorgte die Weigerung der pakistanischen Regierung, den französischen Botschafter auszuweisen: Pakistan ist als Produzent von Textilgütern wirtschaftlich abhängig von Frankreich und kann sich keinen Handelskrieg mit der Grande Nation der Mode leisten.Dritte-Welt-Land will USA und Europa wirtschaftlich in die Knie zwingenDie konservativ-moslemische Regierung Pakistans will westliche Länder dazu zwingen, “Gotteslästerung” strafrechtlich zu verfolgen. Pakistans Regierungschef Imran Khan möchte sich zusammen mit anderen moslemischen Länder gegen Europa und die USA vereinen, um eine Kriminalisierung der „Beleidigung des Propheten Mohammed“ zu erreichen. Funktionieren soll die Erpressung durch einen Handelsboykott und wirtschaftliche Sanktionen.Holocaust-Paragraph als Vorbild Nach Ansicht der pakistanischen Regierung müsste die “Beleidigung des Propheten Mohammed” ähnlich wie die Leugnung des Holocausts – wie in Europa üblich – mit einer Gefängnisstrafe verurteilt werden. Für pakistanische Verhältnisse wäre das noch äußert human: In dem viert-bevölkerungsreichsten Land der Welt werden jedes Jahr Christen wegen angeblicher Beleidigung des moslemischen Propheten zum Tode verurteilt. Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Corona-Zahlen in Bundesstaaten mit und ohne Maßnahmen – ein klarer Auftrag!,"USA    1. Mai 2021 / 12:21Corona-Zahlen in Bundesstaaten mit und ohne Maßnahmen – ein klarer Auftrag!In den USA beenden immer mehr Bundesstaaten die Corona-Maßnahmen – nämlich alle. Mittlerweile haben 24 der 50 Staaten die Maskengebote, Wirtschaftsbeschränkungen und Gastronomieverbote aufgehoben. Zehn davon hatten überhaupt nie einen Maskenzwang verordnet.Völlig sinnlose Corona-MaßnahmenBei steigender Impfquote gehen die Neuinfektionen zurück – aber nicht überall und nicht dort, wo die Corona-Maßnahmen besonders streng sind. Die 26 Bundesstaaten und DC, die nach wie vor unter Maskenzwang stehen, zählen derzeit mehr bestätigte Fälle als die anderen Staaten, allen voran jenen ohne Maskengebote.Wie die US-Gesundheitsbehörde CDC zeigt, beklagt etwa Florida trotz überdurchschnittlich hohem Anteil an älteren Menschen weniger Corona-Fälle als etwa Kalifornien. Während in Florida die Corona-Maßnahmen schon vor Monaten (!) aufgehoben wurden, ist Kalifornien bis heute von „Lockdown“, geschlossenen Schulen und Maskenzwang geprägt.Diskriminierung durch Anti-DiskriminierungsparteiJene Staaten, die die Corona-Maßnahmen aufgehoben haben, sind rechts, also republikanisch regiert. In den meisten demokratischen Staaten herrscht nach wie vor Corona-Zwang.Und es sind das auch jene Länder, die nicht Geimpfte offen diskriminieren wollen: Geimpfte sollen die Maske im Freien abnehmen dürfen. Diese Empfehlung kommt von CDC und wird vom linken US-Präsident Joe Biden unterstützt, der betonte, dass die Lockerungen für Geimpfte ein Anreiz für alle noch nicht Geimpften seien, sich die Spritze geben zu lassen.Linke für, Rechte gegen ImpfpassEs sind auch die demokratischen Politiker, die sich für den Impfpass stark machen, und die Republikaner, die sich dagegen wehren. Zwölf rechte Staaten haben mittlerweile staatliche Impfpässe, die die Corona-Historie eines Menschen dokumentieren, verboten.Ron DeSantis, der gefeierte Gouverneur von Florida, hatte sich als einer der ersten gegen die Diskriminierung jener ausgesprochen, die sich nicht gegen Corona impfen lassen. Ein Impfpass würde „die Freiheit des Einzelnen verringern“ und „die Privatsphäre der Patienten schädigen“ sowie „zwei Klassen von Bürgern auf der Grundlage der Impfung schaffen“.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Israel untersucht Herzerkrankungen nach Pfizer-Impfung,"Coronavirus    26. April 2021 / 17:09Israel untersucht Herzerkrankungen nach Pfizer-ImpfungLaut der Nachrichtenagentur Reuters hat Israels Koordinator für die Pandemiebekämpfung, Nachman Ash, bekanntgegeben, eine Untersuchung anzustellen, ob es bei Fällen von Herzmuskelentzündung eine Verbindung mit dem Covid-19-Impfstoff von Biontech/Pfizer gibt. Eine vorläufige Studie habe schon gezeigt, dass Dutzende Geimpfte unter Myokarditis leiden.Zusammenhang fast nicht nachweisbarBisher sei laut dem israelischen Gesundheitsministerium noch nicht bestätigt, ob die Anzahl der Personen mit einer Entzündung des Herzmuskelgewebes höher als sonst sei und wenn ja, ob dabei ein Zusammenhang mit der Impfung bestehe. Das zu belegen sei aber fast unmöglich, weil Myokarditis oft ohne erkennbare Beschwerden ablaufe und zusätzlich durch eine Vielzahl von Viren verursacht werden könne.Gegenüber Reuters verlautbart Pfizer, es sei sich der israelischen Beobacshtungen der Erkrankung bewusst, die überwiegend bei jungen Männern aufgetreten sei, die den Impfstoff von Pfizer/Biontech erhielten.Gesundheitsgefährdende Nebenwirkungen würde man jedoch regelmäßig und gründlich überprüfen, und Pfizer habe keine Daten über eine höhere Myokarditis-Rate, als in der Allgemeinbevölkerung zu erwarten wäre.  Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
